   z        r        Bz       Br       Btot
 145.000  128.000  0.00309  0.00670  0.00737
 146.000  128.000  0.00310  0.00661  0.00730
 147.000  128.000  0.00310  0.00653  0.00723
 148.000  128.000  0.00311  0.00645  0.00716
 149.000  128.000  0.00312  0.00637  0.00709
 150.000  128.000  0.00312  0.00629  0.00702
 151.000  128.000  0.00313  0.00621  0.00695
 152.000  128.000  0.00313  0.00613  0.00689
 153.000  128.000  0.00314  0.00606  0.00682
 154.000  128.000  0.00314  0.00598  0.00675
 155.000  128.000  0.00314  0.00590  0.00669
 156.000  128.000  0.00314  0.00583  0.00662
 157.000  128.000  0.00314  0.00575  0.00656
 158.000  128.000  0.00314  0.00568  0.00649
 159.000  128.000  0.00314  0.00561  0.00643
 160.000  128.000  0.00314  0.00554  0.00637
 161.000  128.000  0.00314  0.00547  0.00630
 162.000  128.000  0.00313  0.00540  0.00624
 163.000  128.000  0.00313  0.00533  0.00618
 164.000  128.000  0.00312  0.00526  0.00612
 165.000  128.000  0.00312  0.00519  0.00606
 166.000  128.000  0.00311  0.00513  0.00600
 167.000  128.000  0.00311  0.00506  0.00594
 168.000  128.000  0.00310  0.00500  0.00588
 169.000  128.000  0.00310  0.00493  0.00582
 170.000  128.000  0.00309  0.00487  0.00577
 171.000  128.000  0.00308  0.00481  0.00571
 172.000  128.000  0.00307  0.00475  0.00565
 173.000  128.000  0.00307  0.00469  0.00560
 174.000  128.000  0.00306  0.00463  0.00554
 175.000  128.000  0.00305  0.00457  0.00549
 176.000  128.000  0.00304  0.00451  0.00544
 177.000  128.000  0.00303  0.00445  0.00538
 178.000  128.000  0.00302  0.00439  0.00533
 179.000  128.000  0.00301  0.00434  0.00528
 180.000  128.000  0.00300  0.00428  0.00523
 181.000  128.000  0.00299  0.00423  0.00518
 182.000  128.000  0.00298  0.00417  0.00512
 183.000  128.000  0.00296  0.00412  0.00507
 184.000  128.000  0.00295  0.00407  0.00502
 185.000  128.000  0.00294  0.00401  0.00498
 186.000  128.000  0.00293  0.00396  0.00493
 187.000  128.000  0.00292  0.00391  0.00488
 188.000  128.000  0.00290  0.00386  0.00483
 189.000  128.000  0.00289  0.00381  0.00479
 190.000  128.000  0.00288  0.00376  0.00474
 191.000  128.000  0.00287  0.00372  0.00469
 192.000  128.000  0.00285  0.00367  0.00465
 193.000  128.000  0.00284  0.00362  0.00460
 194.000  128.000  0.00283  0.00358  0.00456
 195.000  128.000  0.00281  0.00353  0.00451
 196.000  128.000  0.00280  0.00349  0.00447
 197.000  128.000  0.00279  0.00344  0.00443
 198.000  128.000  0.00277  0.00340  0.00438
 199.000  128.000  0.00276  0.00335  0.00434
 200.000  128.000  0.00274  0.00331  0.00430
   0.000  129.000 -0.01512  0.00000  0.01512
   1.000  129.000 -0.01512  0.00035  0.01512
   2.000  129.000 -0.01511  0.00070  0.01512
   3.000  129.000 -0.01509  0.00105  0.01512
   4.000  129.000 -0.01506  0.00140  0.01512
   5.000  129.000 -0.01502  0.00175  0.01512
   6.000  129.000 -0.01498  0.00209  0.01512
   7.000  129.000 -0.01493  0.00244  0.01512
   8.000  129.000 -0.01487  0.00278  0.01512
   9.000  129.000 -0.01480  0.00312  0.01512
  10.000  129.000 -0.01472  0.00345  0.01512
  11.000  129.000 -0.01464  0.00379  0.01512
  12.000  129.000 -0.01455  0.00412  0.01512
  13.000  129.000 -0.01445  0.00445  0.01512
  14.000  129.000 -0.01435  0.00477  0.01512
  15.000  129.000 -0.01424  0.00509  0.01512
  16.000  129.000 -0.01412  0.00540  0.01512
  17.000  129.000 -0.01399  0.00571  0.01511
  18.000  129.000 -0.01386  0.00602  0.01511
  19.000  129.000 -0.01372  0.00632  0.01511
  20.000  129.000 -0.01358  0.00661  0.01510
  21.000  129.000 -0.01343  0.00690  0.01510
  22.000  129.000 -0.01327  0.00719  0.01509
  23.000  129.000 -0.01311  0.00747  0.01509
  24.000  129.000 -0.01295  0.00774  0.01508
  25.000  129.000 -0.01277  0.00800  0.01508
  26.000  129.000 -0.01260  0.00826  0.01507
  27.000  129.000 -0.01242  0.00852  0.01506
  28.000  129.000 -0.01223  0.00876  0.01505
  29.000  129.000 -0.01204  0.00900  0.01504
  30.000  129.000 -0.01185  0.00924  0.01502
  31.000  129.000 -0.01165  0.00946  0.01501
  32.000  129.000 -0.01145  0.00968  0.01499
  33.000  129.000 -0.01124  0.00990  0.01498
  34.000  129.000 -0.01104  0.01010  0.01496
  35.000  129.000 -0.01083  0.01030  0.01494
  36.000  129.000 -0.01061  0.01049  0.01492
  37.000  129.000 -0.01040  0.01067  0.01490
  38.000  129.000 -0.01018  0.01085  0.01488
  39.000  129.000 -0.00996  0.01102  0.01486
  40.000  129.000 -0.00974  0.01118  0.01483
  41.000  129.000 -0.00952  0.01134  0.01480
  42.000  129.000 -0.00930  0.01148  0.01477
  43.000  129.000 -0.00907  0.01162  0.01474
  44.000  129.000 -0.00885  0.01176  0.01471
  45.000  129.000 -0.00862  0.01188  0.01468
  46.000  129.000 -0.00839  0.01200  0.01464
  47.000  129.000 -0.00817  0.01211  0.01461
  48.000  129.000 -0.00794  0.01221  0.01457
  49.000  129.000 -0.00771  0.01231  0.01453
  50.000  129.000 -0.00749  0.01240  0.01449
  51.000  129.000 -0.00726  0.01249  0.01445
  52.000  129.000 -0.00704  0.01256  0.01440
  53.000  129.000 -0.00682  0.01263  0.01436
  54.000  129.000 -0.00659  0.01270  0.01431
  55.000  129.000 -0.00637  0.01276  0.01426
  56.000  129.000 -0.00615  0.01281  0.01421
  57.000  129.000 -0.00593  0.01285  0.01416
  58.000  129.000 -0.00572  0.01289  0.01410
  59.000  129.000 -0.00550  0.01293  0.01405
  60.000  129.000 -0.00529  0.01295  0.01399
  61.000  129.000 -0.00508  0.01298  0.01393
  62.000  129.000 -0.00487  0.01299  0.01387
  63.000  129.000 -0.00466  0.01300  0.01381
  64.000  129.000 -0.00446  0.01301  0.01375
  65.000  129.000 -0.00426  0.01301  0.01369
  66.000  129.000 -0.00406  0.01301  0.01362
  67.000  129.000 -0.00386  0.01300  0.01356
  68.000  129.000 -0.00366  0.01298  0.01349
  69.000  129.000 -0.00347  0.01296  0.01342
  70.000  129.000 -0.00328  0.01294  0.01335
  71.000  129.000 -0.00310  0.01292  0.01328
  72.000  129.000 -0.00292  0.01288  0.01321
  73.000  129.000 -0.00274  0.01285  0.01314
  74.000  129.000 -0.00256  0.01281  0.01306
  75.000  129.000 -0.00239  0.01277  0.01299
  76.000  129.000 -0.00222  0.01272  0.01291
  77.000  129.000 -0.00205  0.01267  0.01284
  78.000  129.000 -0.00188  0.01262  0.01276
  79.000  129.000 -0.00172  0.01256  0.01268
  80.000  129.000 -0.00156  0.01251  0.01260
  81.000  129.000 -0.00141  0.01244  0.01252
  82.000  129.000 -0.00126  0.01238  0.01244
  83.000  129.000 -0.00111  0.01231  0.01236
  84.000  129.000 -0.00096  0.01224  0.01228
  85.000  129.000 -0.00082  0.01217  0.01220
  86.000  129.000 -0.00068  0.01210  0.01211
  87.000  129.000 -0.00055  0.01202  0.01203
  88.000  129.000 -0.00041  0.01194  0.01195
  89.000  129.000 -0.00028  0.01186  0.01186
  90.000  129.000 -0.00016  0.01178  0.01178
  91.000  129.000 -0.00003  0.01169  0.01169
  92.000  129.000  0.00009  0.01161  0.01161
  93.000  129.000  0.00020  0.01152  0.01152
  94.000  129.000  0.00032  0.01143  0.01144
  95.000  129.000  0.00043  0.01134  0.01135
  96.000  129.000  0.00054  0.01125  0.01126
  97.000  129.000  0.00064  0.01116  0.01118
  98.000  129.000  0.00074  0.01107  0.01109
  99.000  129.000  0.00084  0.01097  0.01100
 100.000  129.000  0.00094  0.01088  0.01092
 101.000  129.000  0.00103  0.01078  0.01083
 102.000  129.000  0.00112  0.01069  0.01074
 103.000  129.000  0.00121  0.01059  0.01066
 104.000  129.000  0.00130  0.01049  0.01057
 105.000  129.000  0.00138  0.01039  0.01048
 106.000  129.000  0.00146  0.01029  0.01040
 107.000  129.000  0.00154  0.01020  0.01031
 108.000  129.000  0.00161  0.01010  0.01022
 109.000  129.000  0.00168  0.01000  0.01014
 110.000  129.000  0.00175  0.00990  0.01005
 111.000  129.000  0.00182  0.00980  0.00997
 112.000  129.000  0.00189  0.00970  0.00988
 113.000  129.000  0.00195  0.00960  0.00980
 114.000  129.000  0.00201  0.00950  0.00971
 115.000  129.000  0.00207  0.00940  0.00963
 116.000  129.000  0.00212  0.00930  0.00954
 117.000  129.000  0.00218  0.00920  0.00946
 118.000  129.000  0.00223  0.00910  0.00937
 119.000  129.000  0.00228  0.00901  0.00929
 120.000  129.000  0.00233  0.00891  0.00921
 121.000  129.000  0.00238  0.00881  0.00912
 122.000  129.000  0.00242  0.00871  0.00904
 123.000  129.000  0.00246  0.00862  0.00896
 124.000  129.000  0.00250  0.00852  0.00888
 125.000  129.000  0.00254  0.00842  0.00880
 126.000  129.000  0.00258  0.00833  0.00872
 127.000  129.000  0.00261  0.00823  0.00864
 128.000  129.000  0.00265  0.00814  0.00856
 129.000  129.000  0.00268  0.00804  0.00848
 130.000  129.000  0.00271  0.00795  0.00840
 131.000  129.000  0.00274  0.00786  0.00832
 132.000  129.000  0.00277  0.00777  0.00824
 133.000  129.000  0.00279  0.00767  0.00817
 134.000  129.000  0.00282  0.00758  0.00809
 135.000  129.000  0.00284  0.00749  0.00801
 136.000  129.000  0.00286  0.00740  0.00794
 137.000  129.000  0.00288  0.00732  0.00786
 138.000  129.000  0.00290  0.00723  0.00779
 139.000  129.000  0.00292  0.00714  0.00772
 140.000  129.000  0.00294  0.00706  0.00764
 141.000  129.000  0.00295  0.00697  0.00757
 142.000  129.000  0.00297  0.00688  0.00750
 143.000  129.000  0.00298  0.00680  0.00743
 144.000  129.000  0.00299  0.00672  0.00735
 145.000  129.000  0.00300  0.00664  0.00728
 146.000  129.000  0.00301  0.00655  0.00721
 147.000  129.000  0.00302  0.00647  0.00714
 148.000  129.000  0.00303  0.00639  0.00708
 149.000  129.000  0.00304  0.00631  0.00701
 150.000  129.000  0.00305  0.00624  0.00694
 151.000  129.000  0.00305  0.00616  0.00687
 152.000  129.000  0.00306  0.00608  0.00681
 153.000  129.000  0.00306  0.00601  0.00674
 154.000  129.000  0.00306  0.00593  0.00667
 155.000  129.000  0.00307  0.00586  0.00661
 156.000  129.000  0.00307  0.00578  0.00655
 157.000  129.000  0.00307  0.00571  0.00648
 158.000  129.000  0.00307  0.00564  0.00642
 159.000  129.000  0.00307  0.00557  0.00636
 160.000  129.000  0.00307  0.00550  0.00629
 161.000  129.000  0.00307  0.00543  0.00623
 162.000  129.000  0.00306  0.00536  0.00617
 163.000  129.000  0.00306  0.00529  0.00611
 164.000  129.000  0.00306  0.00522  0.00605
 165.000  129.000  0.00305  0.00516  0.00599
 166.000  129.000  0.00305  0.00509  0.00594
 167.000  129.000  0.00304  0.00503  0.00588
 168.000  129.000  0.00304  0.00496  0.00582
 169.000  129.000  0.00303  0.00490  0.00576
 170.000  129.000  0.00303  0.00484  0.00571
 171.000  129.000  0.00302  0.00478  0.00565
 172.000  129.000  0.00301  0.00472  0.00560
 173.000  129.000  0.00301  0.00466  0.00554
 174.000  129.000  0.00300  0.00460  0.00549
 175.000  129.000  0.00299  0.00454  0.00544
 176.000  129.000  0.00298  0.00448  0.00538
 177.000  129.000  0.00297  0.00442  0.00533
 178.000  129.000  0.00296  0.00437  0.00528
 179.000  129.000  0.00295  0.00431  0.00523
 180.000  129.000  0.00294  0.00426  0.00518
 181.000  129.000  0.00293  0.00420  0.00513
 182.000  129.000  0.00292  0.00415  0.00508
 183.000  129.000  0.00291  0.00410  0.00503
 184.000  129.000  0.00290  0.00405  0.00498
 185.000  129.000  0.00289  0.00399  0.00493
 186.000  129.000  0.00288  0.00394  0.00488
 187.000  129.000  0.00287  0.00389  0.00483
 188.000  129.000  0.00286  0.00384  0.00479
 189.000  129.000  0.00284  0.00380  0.00474
 190.000  129.000  0.00283  0.00375  0.00470
 191.000  129.000  0.00282  0.00370  0.00465
 192.000  129.000  0.00281  0.00365  0.00461
 193.000  129.000  0.00279  0.00361  0.00456
 194.000  129.000  0.00278  0.00356  0.00452
 195.000  129.000  0.00277  0.00352  0.00447
 196.000  129.000  0.00275  0.00347  0.00443
 197.000  129.000  0.00274  0.00343  0.00439
 198.000  129.000  0.00273  0.00338  0.00435
 199.000  129.000  0.00271  0.00334  0.00431
 200.000  129.000  0.00270  0.00330  0.00426
   0.000  130.000 -0.01478  0.00000  0.01478
   1.000  130.000 -0.01477  0.00034  0.01478
   2.000  130.000 -0.01476  0.00068  0.01478
   3.000  130.000 -0.01474  0.00102  0.01478
   4.000  130.000 -0.01472  0.00136  0.01478
   5.000  130.000 -0.01468  0.00169  0.01478
   6.000  130.000 -0.01464  0.00203  0.01478
   7.000  130.000 -0.01459  0.00236  0.01478
   8.000  130.000 -0.01453  0.00269  0.01478
   9.000  130.000 -0.01446  0.00302  0.01478
  10.000  130.000 -0.01439  0.00335  0.01478
  11.000  130.000 -0.01431  0.00367  0.01478
  12.000  130.000 -0.01423  0.00400  0.01478
  13.000  130.000 -0.01413  0.00431  0.01478
  14.000  130.000 -0.01403  0.00463  0.01477
  15.000  130.000 -0.01392  0.00494  0.01477
  16.000  130.000 -0.01381  0.00524  0.01477
  17.000  130.000 -0.01369  0.00554  0.01477
  18.000  130.000 -0.01356  0.00584  0.01477
  19.000  130.000 -0.01343  0.00613  0.01476
  20.000  130.000 -0.01329  0.00642  0.01476
  21.000  130.000 -0.01315  0.00670  0.01476
  22.000  130.000 -0.01300  0.00698  0.01475
  23.000  130.000 -0.01284  0.00725  0.01475
  24.000  130.000 -0.01268  0.00751  0.01474
  25.000  130.000 -0.01251  0.00777  0.01473
  26.000  130.000 -0.01234  0.00803  0.01472
  27.000  130.000 -0.01217  0.00827  0.01472
  28.000  130.000 -0.01199  0.00851  0.01471
  29.000  130.000 -0.01181  0.00875  0.01469
  30.000  130.000 -0.01162  0.00898  0.01468
  31.000  130.000 -0.01143  0.00920  0.01467
  32.000  130.000 -0.01124  0.00941  0.01466
  33.000  130.000 -0.01104  0.00962  0.01464
  34.000  130.000 -0.01084  0.00982  0.01462
  35.000  130.000 -0.01063  0.01001  0.01461
  36.000  130.000 -0.01043  0.01020  0.01459
  37.000  130.000 -0.01022  0.01038  0.01457
  38.000  130.000 -0.01001  0.01055  0.01455
  39.000  130.000 -0.00980  0.01072  0.01452
  40.000  130.000 -0.00958  0.01088  0.01450
  41.000  130.000 -0.00937  0.01103  0.01447
  42.000  130.000 -0.00915  0.01117  0.01444
  43.000  130.000 -0.00894  0.01131  0.01442
  44.000  130.000 -0.00872  0.01144  0.01439
  45.000  130.000 -0.00850  0.01157  0.01435
  46.000  130.000 -0.00828  0.01168  0.01432
  47.000  130.000 -0.00806  0.01180  0.01429
  48.000  130.000 -0.00784  0.01190  0.01425
  49.000  130.000 -0.00762  0.01200  0.01421
  50.000  130.000 -0.00740  0.01209  0.01417
  51.000  130.000 -0.00718  0.01217  0.01413
  52.000  130.000 -0.00697  0.01225  0.01409
  53.000  130.000 -0.00675  0.01232  0.01405
  54.000  130.000 -0.00653  0.01238  0.01400
  55.000  130.000 -0.00632  0.01244  0.01395
  56.000  130.000 -0.00610  0.01249  0.01390
  57.000  130.000 -0.00589  0.01254  0.01386
  58.000  130.000 -0.00568  0.01258  0.01380
  59.000  130.000 -0.00547  0.01262  0.01375
  60.000  130.000 -0.00526  0.01265  0.01370
  61.000  130.000 -0.00506  0.01267  0.01364
  62.000  130.000 -0.00485  0.01269  0.01358
  63.000  130.000 -0.00465  0.01270  0.01353
  64.000  130.000 -0.00445  0.01271  0.01347
  65.000  130.000 -0.00426  0.01271  0.01341
  66.000  130.000 -0.00406  0.01271  0.01334
  67.000  130.000 -0.00387  0.01270  0.01328
  68.000  130.000 -0.00368  0.01269  0.01322
  69.000  130.000 -0.00349  0.01268  0.01315
  70.000  130.000 -0.00331  0.01266  0.01308
  71.000  130.000 -0.00313  0.01263  0.01302
  72.000  130.000 -0.00295  0.01261  0.01295
  73.000  130.000 -0.00277  0.01257  0.01288
  74.000  130.000 -0.00260  0.01254  0.01281
  75.000  130.000 -0.00243  0.01250  0.01273
  76.000  130.000 -0.00226  0.01246  0.01266
  77.000  130.000 -0.00210  0.01241  0.01259
  78.000  130.000 -0.00194  0.01236  0.01251
  79.000  130.000 -0.00178  0.01231  0.01244
  80.000  130.000 -0.00162  0.01225  0.01236
  81.000  130.000 -0.00147  0.01220  0.01228
  82.000  130.000 -0.00132  0.01214  0.01221
  83.000  130.000 -0.00118  0.01207  0.01213
  84.000  130.000 -0.00103  0.01201  0.01205
  85.000  130.000 -0.00089  0.01194  0.01197
  86.000  130.000 -0.00076  0.01187  0.01189
  87.000  130.000 -0.00062  0.01179  0.01181
  88.000  130.000 -0.00049  0.01172  0.01173
  89.000  130.000 -0.00036  0.01164  0.01165
  90.000  130.000 -0.00024  0.01156  0.01157
  91.000  130.000 -0.00012  0.01148  0.01148
  92.000  130.000  0.00000  0.01140  0.01140
  93.000  130.000  0.00012  0.01132  0.01132
  94.000  130.000  0.00023  0.01123  0.01124
  95.000  130.000  0.00034  0.01115  0.01115
  96.000  130.000  0.00045  0.01106  0.01107
  97.000  130.000  0.00055  0.01097  0.01098
  98.000  130.000  0.00065  0.01088  0.01090
  99.000  130.000  0.00075  0.01079  0.01082
 100.000  130.000  0.00084  0.01070  0.01073
 101.000  130.000  0.00094  0.01061  0.01065
 102.000  130.000  0.00103  0.01051  0.01056
 103.000  130.000  0.00111  0.01042  0.01048
 104.000  130.000  0.00120  0.01033  0.01040
 105.000  130.000  0.00128  0.01023  0.01031
 106.000  130.000  0.00136  0.01014  0.01023
 107.000  130.000  0.00144  0.01004  0.01014
 108.000  130.000  0.00151  0.00995  0.01006
 109.000  130.000  0.00159  0.00985  0.00998
 110.000  130.000  0.00166  0.00975  0.00989
 111.000  130.000  0.00172  0.00966  0.00981
 112.000  130.000  0.00179  0.00956  0.00973
 113.000  130.000  0.00185  0.00946  0.00964
 114.000  130.000  0.00191  0.00937  0.00956
 115.000  130.000  0.00197  0.00927  0.00948
 116.000  130.000  0.00203  0.00918  0.00940
 117.000  130.000  0.00208  0.00908  0.00931
 118.000  130.000  0.00213  0.00898  0.00923
 119.000  130.000  0.00218  0.00889  0.00915
 120.000  130.000  0.00223  0.00879  0.00907
 121.000  130.000  0.00228  0.00870  0.00899
 122.000  130.000  0.00232  0.00860  0.00891
 123.000  130.000  0.00237  0.00851  0.00883
 124.000  130.000  0.00241  0.00841  0.00875
 125.000  130.000  0.00245  0.00832  0.00867
 126.000  130.000  0.00248  0.00823  0.00859
 127.000  130.000  0.00252  0.00813  0.00852
 128.000  130.000  0.00255  0.00804  0.00844
 129.000  130.000  0.00259  0.00795  0.00836
 130.000  130.000  0.00262  0.00786  0.00828
 131.000  130.000  0.00265  0.00777  0.00821
 132.000  130.000  0.00268  0.00768  0.00813
 133.000  130.000  0.00270  0.00759  0.00806
 134.000  130.000  0.00273  0.00750  0.00798
 135.000  130.000  0.00275  0.00741  0.00791
 136.000  130.000  0.00277  0.00733  0.00783
 137.000  130.000  0.00280  0.00724  0.00776
 138.000  130.000  0.00282  0.00715  0.00769
 139.000  130.000  0.00283  0.00707  0.00762
 140.000  130.000  0.00285  0.00698  0.00754
 141.000  130.000  0.00287  0.00690  0.00747
 142.000  130.000  0.00288  0.00682  0.00740
 143.000  130.000  0.00290  0.00674  0.00733
 144.000  130.000  0.00291  0.00665  0.00726
 145.000  130.000  0.00292  0.00657  0.00719
 146.000  130.000  0.00293  0.00649  0.00713
 147.000  130.000  0.00294  0.00641  0.00706
 148.000  130.000  0.00295  0.00634  0.00699
 149.000  130.000  0.00296  0.00626  0.00692
 150.000  130.000  0.00297  0.00618  0.00686
 151.000  130.000  0.00297  0.00611  0.00679
 152.000  130.000  0.00298  0.00603  0.00673
 153.000  130.000  0.00299  0.00596  0.00666
 154.000  130.000  0.00299  0.00588  0.00660
 155.000  130.000  0.00299  0.00581  0.00653
 156.000  130.000  0.00300  0.00574  0.00647
 157.000  130.000  0.00300  0.00567  0.00641
 158.000  130.000  0.00300  0.00559  0.00635
 159.000  130.000  0.00300  0.00552  0.00629
 160.000  130.000  0.00300  0.00546  0.00623
 161.000  130.000  0.00300  0.00539  0.00617
 162.000  130.000  0.00300  0.00532  0.00611
 163.000  130.000  0.00299  0.00525  0.00605
 164.000  130.000  0.00299  0.00519  0.00599
 165.000  130.000  0.00299  0.00512  0.00593
 166.000  130.000  0.00298  0.00506  0.00587
 167.000  130.000  0.00298  0.00499  0.00582
 168.000  130.000  0.00298  0.00493  0.00576
 169.000  130.000  0.00297  0.00487  0.00570
 170.000  130.000  0.00297  0.00481  0.00565
 171.000  130.000  0.00296  0.00475  0.00559
 172.000  130.000  0.00295  0.00469  0.00554
 173.000  130.000  0.00295  0.00463  0.00549
 174.000  130.000  0.00294  0.00457  0.00543
 175.000  130.000  0.00293  0.00451  0.00538
 176.000  130.000  0.00292  0.00446  0.00533
 177.000  130.000  0.00292  0.00440  0.00528
 178.000  130.000  0.00291  0.00434  0.00523
 179.000  130.000  0.00290  0.00429  0.00518
 180.000  130.000  0.00289  0.00423  0.00513
 181.000  130.000  0.00288  0.00418  0.00508
 182.000  130.000  0.00287  0.00413  0.00503
 183.000  130.000  0.00286  0.00408  0.00498
 184.000  130.000  0.00285  0.00402  0.00493
 185.000  130.000  0.00284  0.00397  0.00488
 186.000  130.000  0.00283  0.00392  0.00484
 187.000  130.000  0.00282  0.00387  0.00479
 188.000  130.000  0.00281  0.00383  0.00474
 189.000  130.000  0.00280  0.00378  0.00470
 190.000  130.000  0.00278  0.00373  0.00465
 191.000  130.000  0.00277  0.00368  0.00461
 192.000  130.000  0.00276  0.00364  0.00457
 193.000  130.000  0.00275  0.00359  0.00452
 194.000  130.000  0.00274  0.00355  0.00448
 195.000  130.000  0.00272  0.00350  0.00444
 196.000  130.000  0.00271  0.00346  0.00439
 197.000  130.000  0.00270  0.00341  0.00435
 198.000  130.000  0.00269  0.00337  0.00431
 199.000  130.000  0.00267  0.00333  0.00427
 200.000  130.000  0.00266  0.00329  0.00423
   0.000  131.000 -0.01444  0.00000  0.01444
   1.000  131.000 -0.01444  0.00033  0.01444
   2.000  131.000 -0.01443  0.00066  0.01444
   3.000  131.000 -0.01441  0.00099  0.01444
   4.000  131.000 -0.01438  0.00132  0.01444
   5.000  131.000 -0.01435  0.00164  0.01444
   6.000  131.000 -0.01431  0.00197  0.01444
   7.000  131.000 -0.01426  0.00229  0.01444
   8.000  131.000 -0.01420  0.00261  0.01444
   9.000  131.000 -0.01414  0.00293  0.01444
  10.000  131.000 -0.01407  0.00325  0.01444
  11.000  131.000 -0.01400  0.00356  0.01444
  12.000  131.000 -0.01391  0.00388  0.01444
  13.000  131.000 -0.01382  0.00418  0.01444
  14.000  131.000 -0.01372  0.00449  0.01444
  15.000  131.000 -0.01362  0.00479  0.01444
  16.000  131.000 -0.01351  0.00509  0.01444
  17.000  131.000 -0.01339  0.00538  0.01443
  18.000  131.000 -0.01327  0.00567  0.01443
  19.000  131.000 -0.01314  0.00595  0.01443
  20.000  131.000 -0.01301  0.00623  0.01443
  21.000  131.000 -0.01287  0.00651  0.01442
  22.000  131.000 -0.01273  0.00677  0.01442
  23.000  131.000 -0.01258  0.00704  0.01441
  24.000  131.000 -0.01242  0.00730  0.01441
  25.000  131.000 -0.01226  0.00755  0.01440
  26.000  131.000 -0.01210  0.00780  0.01439
  27.000  131.000 -0.01193  0.00804  0.01438
  28.000  131.000 -0.01176  0.00827  0.01437
  29.000  131.000 -0.01158  0.00850  0.01436
  30.000  131.000 -0.01140  0.00872  0.01435
  31.000  131.000 -0.01121  0.00894  0.01434
  32.000  131.000 -0.01103  0.00915  0.01433
  33.000  131.000 -0.01084  0.00935  0.01431
  34.000  131.000 -0.01064  0.00955  0.01430
  35.000  131.000 -0.01045  0.00974  0.01428
  36.000  131.000 -0.01025  0.00992  0.01426
  37.000  131.000 -0.01005  0.01010  0.01424
  38.000  131.000 -0.00984  0.01027  0.01422
  39.000  131.000 -0.00964  0.01043  0.01420
  40.000  131.000 -0.00943  0.01058  0.01418
  41.000  131.000 -0.00922  0.01073  0.01415
  42.000  131.000 -0.00901  0.01088  0.01413
  43.000  131.000 -0.00880  0.01101  0.01410
  44.000  131.000 -0.00859  0.01114  0.01407
  45.000  131.000 -0.00838  0.01126  0.01404
  46.000  131.000 -0.00817  0.01138  0.01401
  47.000  131.000 -0.00795  0.01149  0.01397
  48.000  131.000 -0.00774  0.01159  0.01394
  49.000  131.000 -0.00753  0.01169  0.01390
  50.000  131.000 -0.00732  0.01178  0.01387
  51.000  131.000 -0.00710  0.01186  0.01383
  52.000  131.000 -0.00689  0.01194  0.01379
  53.000  131.000 -0.00668  0.01201  0.01374
  54.000  131.000 -0.00647  0.01208  0.01370
  55.000  131.000 -0.00626  0.01214  0.01366
  56.000  131.000 -0.00605  0.01219  0.01361
  57.000  131.000 -0.00585  0.01224  0.01356
  58.000  131.000 -0.00564  0.01228  0.01351
  59.000  131.000 -0.00544  0.01231  0.01346
  60.000  131.000 -0.00524  0.01235  0.01341
  61.000  131.000 -0.00504  0.01237  0.01336
  62.000  131.000 -0.00484  0.01239  0.01330
  63.000  131.000 -0.00464  0.01241  0.01325
  64.000  131.000 -0.00445  0.01242  0.01319
  65.000  131.000 -0.00425  0.01242  0.01313
  66.000  131.000 -0.00406  0.01242  0.01307
  67.000  131.000 -0.00388  0.01242  0.01301
  68.000  131.000 -0.00369  0.01241  0.01295
  69.000  131.000 -0.00351  0.01240  0.01289
  70.000  131.000 -0.00333  0.01238  0.01282
  71.000  131.000 -0.00315  0.01236  0.01276
  72.000  131.000 -0.00298  0.01234  0.01269
  73.000  131.000 -0.00280  0.01231  0.01262
  74.000  131.000 -0.00263  0.01227  0.01255
  75.000  131.000 -0.00247  0.01224  0.01248
  76.000  131.000 -0.00230  0.01220  0.01241
  77.000  131.000 -0.00214  0.01216  0.01234
  78.000  131.000 -0.00198  0.01211  0.01227
  79.000  131.000 -0.00183  0.01206  0.01220
  80.000  131.000 -0.00168  0.01201  0.01213
  81.000  131.000 -0.00153  0.01195  0.01205
  82.000  131.000 -0.00138  0.01190  0.01198
  83.000  131.000 -0.00124  0.01184  0.01190
  84.000  131.000 -0.00110  0.01177  0.01183
  85.000  131.000 -0.00096  0.01171  0.01175
  86.000  131.000 -0.00083  0.01164  0.01167
  87.000  131.000 -0.00069  0.01157  0.01159
  88.000  131.000 -0.00057  0.01150  0.01152
  89.000  131.000 -0.00044  0.01143  0.01144
  90.000  131.000 -0.00032  0.01135  0.01136
  91.000  131.000 -0.00020  0.01128  0.01128
  92.000  131.000 -0.00008  0.01120  0.01120
  93.000  131.000  0.00003  0.01112  0.01112
  94.000  131.000  0.00015  0.01104  0.01104
  95.000  131.000  0.00025  0.01095  0.01096
  96.000  131.000  0.00036  0.01087  0.01088
  97.000  131.000  0.00046  0.01079  0.01080
  98.000  131.000  0.00056  0.01070  0.01071
  99.000  131.000  0.00066  0.01061  0.01063
 100.000  131.000  0.00075  0.01052  0.01055
 101.000  131.000  0.00085  0.01044  0.01047
 102.000  131.000  0.00094  0.01035  0.01039
 103.000  131.000  0.00102  0.01026  0.01031
 104.000  131.000  0.00111  0.01017  0.01023
 105.000  131.000  0.00119  0.01007  0.01014
 106.000  131.000  0.00127  0.00998  0.01006
 107.000  131.000  0.00134  0.00989  0.00998
 108.000  131.000  0.00142  0.00980  0.00990
 109.000  131.000  0.00149  0.00970  0.00982
 110.000  131.000  0.00156  0.00961  0.00974
 111.000  131.000  0.00163  0.00952  0.00966
 112.000  131.000  0.00169  0.00942  0.00957
